"","score","text","level.score","level.text"
"10589",  0," reflecting upon your shitty tenure thus far",Neutral,NA
"10590",  0," temporary solution for illegals until immigration is fixed all illegals living in us illegally should be temporarily relocated to california the headquarters for pro illegal immigration where it is accepted illegals should be restricted from leaving ca until legalized",Neutral,NA
"10591", -1," you are the fake president  you lie and exaggerate rather than being truthful and honest  the kids from the school shooting are correct in their assessment of you that you are a coward",Negative,NA
"10592", -5," because of your petty jealousies and greed  americans are dead  school shootings since new year blood on your tiny hands",Negative,NA
"10593",  0," you too take an adderall reflect as hard as your little brain can since this might be your last as a free man",Neutral,NA
"10594",  1," a listening session how about an action session",Positive,NA
"10595",  0," yup  just reflected and you suck",Neutral,NA
"10596", -5," dumb stupid narcissistic vile rancid ass not about russia",Negative,NA
"10597",  2," this is such a great example of juvenile bullying melania can use it as an example of what not to do once she finally starts her antibullying campaign  in fact she could run her entire campaign around your tweeting  off to wish mr obama a happy presidents day donnie",Positive,NA
"10598",  0," this is how youre choosing to spend your energy i dont even want oprah to be president but since youre being petty af maybe she should run against you  no russians this time donny ",Neutral,NA
"10599", -1," really referring to yourself in the third person what a loser",Negative,NA
"10600", -1," lets skip  in the us history books pls ",Negative,NA
"10601",  4," oprah is richer and more successful that trump ever will be",Positive,NA
"10602", -3," you want to talk about insecurity you are the little boy that needs to have a military parade so you can have a dick measuring contest with the other dictators of the world god you are embarrassing daddyissues",Negative,NA
"10603",  2," so glad you are our president ",Positive,NA
"10604",  0," when are you going to enforce the russiasanctions ",Neutral,NA
"10605",  3," thats funnyha hahow ironic that youof all people  wish us a happy presidents day pleasestop yourself from wishing us a happy fathers day oxymorons in one year is more than we can handle",Positive,NA
"10606",  0," hmmm",Neutral,NA
"10607",  1," would you please stop tweeting and just do your damn job",Positive,NA
"10608", -1," resign please",Negative,NA
"10609",  0," look in the mirror reflectonthat",Neutral,NA
"10610",  5," if opera was white trump would be doing everything he could to be friends he lovers her money",Positive,NA
"10611",  6," im reflectingi wish we actually had a president now who was actually presidential and a good person oh well theres always  im reflecting on how great that day will be too",Positive,NA
"10612",  1," youre melting melt faster",Positive,NA
"10613",  1," nothing new about open graves bought and sold lingering helms donks worldwide taught of nothingness onto open graves routed of raw cords ",Positive,NA
"10614", -2," actually mcmaster forgot nothing he simply has integrity something you lack he refused to repeat your script of talking points lies and bs you dont own him the way putin owns you you dont own us either you still own your idiotic culters but even that pool is dwindling",Negative,NA
"10615",  1," do you really want them reflecting on prior presidents  you dont really measure up well",Positive,NA
"10616", -1," you are truly insane what a loser",Negative,NA
"10617", -1,"  imagine how history would have judged fdr after pearl harbor if he had taken to the radio to declare tokyo was laughing their asses off or if gw bush had stood in the rubble of the wtc with a bullhorn  did a namecalling tirade against the democrats",Negative,NA
"10618",  7," i will reflect on the past  which served the people of the united states with honor and dignity  i hold zero respect for the current part time resident of the white house  presidentsday  presidentsday",Positive,NA
"10619", -3," you are a loser and a terrible leader people hate you like they hate hitler i cant wait to see you in handcuffs worstpresidentever",Negative,NA
"10620",  1," so why no sanctions donnie why are you ok with russia laughing at us ",Positive,NA
"10621",  5," i join many in reflecting on a president with no moral capacity or intelligence to lead",Positive,NA
"10622",  0," mcmaster needs to be reprimanded   mr mcmaster told the international conference to dismiss donald trumps tweets telling the conference in germany ",Neutral,NA
"10623", -1," were r your tax returns",Negative,NA
"10624",  0," morgan n",Neutral,NA
"10625", -1," please reflect on what you have tweeted and at the end of that refletion  resign",Negative,NA
"10626",  1," forever projecting  has anyone tried explaining that concept to you sir",Positive,NA
"10627",  1," i will be celebrating all  presidents and fighting like hell to have you removed",Positive,NA
"10628",  0," u r a headcase extroidinaire",Neutral,NA
"10629",  0," you are embarrassing the country on the world stage with your instability stop tweeting you arent mature enough for social media",Neutral,NA
"10630",  1," hmmmm  interesting qanon",Positive,NA
"10631",  0," think about what you as president can do to prevent domestic terrorism no amarican of any age should be afraid for their life when at school at church at the mall at a concert or any other place where a motivated person can slaughter lots of people in seconds",Neutral,NA
