"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
  0," hillary dillary doothe russians all know whodid what and where and when with youlies and covfefe boohoobonespurbandittrumprussiamueller",Neutral,
 -1," the levels of uranus are flowing so highly that they are dripping out the oral orifice",Negative,
 -1," crooked h omg is your grandson playing with your iphone again",Negative,
 -1," stop call out russia for fucking with our election stand up your country not putins",Negative,
  1," you really have nothing else to resolve in your country  really ",Positive,
 -7," dick head stop lying  you are a traitor and a thief  most distastefully a draft dodger  you have no loyalty to anyone but your dick and gut  my dog reads more than you  i spit on you and any inking of your sorry ass soul ",Negative,
 -5," ya you giant clot hillary got involved with russia to sink her own campaign how can you not see that youre a giant moron its really unbelievable that you cant see you have the iq of someone with down syndrome",Negative,
  0," nobody believes you nobody",Neutral,
 -1," donny you are so going to prison cheers",Negative,
 -2," he didnt forget to say it he would have been lying had he said it",Negative,
  1," oh my god above you are pathetic how can you lie as you do mcmasters did not forget to say your lies  he knows the truth muellerfbi know the truth they are coming after youfamilyteamaides this wont end well for you  you will be a stain in our history books forever",Positive,
 -1," you are trying too hard chief give it rest",Negative,
 -3," no asshole u are a liar and the whole world knows it if ur not guilty then shut tfui think u do protest to much u are a crook and ur whole family is someone is going to get u and the sooner the better u r steal r taxes to enrich ur self we have a great source of news",Negative,
  0," funny how youll attack your own national security adviser but you wont take your lips off putins asscheeks long enough to criticize an attempt by the russians to corrupt our electoral processbut hey why bite the hand that feeds you right",Neutral,
  0," remember when you wouldnt rent to black people remember when you tried blocking people from shithole countries from immigrating here remember forcing yourself on those poor women remember when you referred to white suprematists as good people",Neutral,
  0," remember youre still feeding the russianfakenewspropagandacycle dirtbagpotus how very unamerican of you traitortrump",Neutral,
  0," oh my god shut up you are the most ignorant president ever you show how stupid youre getting by the day",Neutral,
  1," election results not affected because you say they weret you cant make things true by wishing",Positive,
  5,"    good morning   need  to tell you that you are doing a awesome job   you are the one   dont worry about the russians   they will always be around   let go and let god   energy for us steel and bridges  roads   you will shine ",Positive,
 -2," no donnie i dont think he forgot to say at all resign resign",Negative,
 -2," were not stupid and you cannot fool us  we know the election was rigged",Negative,
  5," it is funny how you bring up the email issue because hillary was careless at most and you gave top secret information straight to the russians in the oval office and have dozens of people working without security clearances working with top secret material",Positive,
 -3," no sir your idiots voted for you because of these russians lets not forget the birth place of fakenews was what got you elected so sit down and shut up comrad you fucking bitch",Negative,
 -1," the russians used the old electoral trick of not counting votes but pandora boxes ",Negative,
 -1," if he forgot to say it he would have corrected his statement he didnt forget anything idiot",Negative,
  1," during the munich security conference in germany hr mcmaster said with the fbi indictment the evidence is now incontrovertible that moscow meddled in the  campaign",Positive,
  0," you are a fake president your likeness belongs on mt buttmunch",Neutral,
  1," captain bone spurs",Positive,
 -2," your idiot son confessed to collusion on fox news meeting w russian agents for adoption discussion and there is documented proof in the form of emails and that is only the start mueller knows everything dumbass collusion",Negative,
 -1,"  is mentally ill and he should be immediately be deseated from the presidency",Negative,
  0," thou doth protesteth too much",Neutral,
  3," hey cadetbonespurs im relatively confident that general mcmaster head of our   said exactly what he wanted to say about the russians invading our sovereignty  hes a full grown adult who can both read and write books you sound guilty about something hmm",Positive,
