Sentiment_Score,Tweets,Sentiment_level.score
0, happy valentines day to you and stormy daniels,Neutral
0, so which wife beating nazi sympathizing comrade white house goon wrote up this little gem of tweet,Neutral
13, lets get behind and support this good man  god has given him to us to lead us into prosperity we are very lucky maybe even fortunate to have him as our leader  we know he isnt doing this for the money he donates his salary to charitys wow thats great man isnt it,Positive
0, you didnt write this did you,Neutral
-2, racist hypocrite how do you stand the mirror ,Negative
-3, go fuck yourself you racist fuck  ,Negative
-2, so now we have another investigationhow freaking awesomeand now your pandering to some shitholeswow you are without shametune in tonightstormy will discuss your tiny penis,Negative
-2, if only you believed these fake words someone else wrote for you you have made it pretty clear you are a racist sad,Negative
-1, you mean like barack obama  and john lewis,Negative
1, who is that woman standing next  trumplol,Positive
3, why dont you inspire us all instead of just  of the population,Positive
-2, kindly go fuck your orange self you fucking hypocrite,Negative
6, will somebody give don trump a slap on the backthere is no credit for the greedydiversity will kneel down to stand against a covenant  with a fake like don trumpthe cameras will lead to your falltrumpty dumptyneo,Positive
2, well said mr president,Positive
2, hows that make america white again working out for you,Positive
-2, lmao  the definition of empty words,Negative
1, one of the times his staff wrestle away his phone and tweet for him behind his back absolutely no way he wrote this never used the word tremendous once,Positive
1, you make me miss president obama more and more every day   he was true leader,Positive
-1, you are such a hypocritical pos buddy honestly do you even believe the crap spurting outa your mouth no one else does anymore you are joke an absolute joke little by little you are being taken downyou actually are doing it to yourself fool,Negative
1, does that include john lewis who you said was all talk and no action no we didnt forget,Positive
0, who is tweeting this  this is not the assaulterinchief i am used to lol,Neutral
1, yeah right youre just thinking about the next lie,Positive
0, this is all show we know how racist you truly are,Neutral
1, support blacklivesmatter,Positive
-1, another tweet you obviously didnt write,Negative
1, more feel good empty words that hold no actions of actual support,Positive
1, i enjoy the tweet twits trump writes as opposed to the prays and thoughts tweets that hicks writes for him,Positive
-1, but this was a really poor choice sad did jeff session put you up to this ,Negative
-1, ugh trump get him and his stupid kiss ass administration out now impeachtrumpnow ,Negative
0, anyone know whos writing these tweets for   they should be posted under donaldtrump,Neutral
-2, you hypocritical ass,Negative
3, who wrote that speech did they have a security clearance,Positive
0, whose writing this stuff for you now,Neutral
1, dumbass the month is half over took you long enough,Positive
3, thank you for honoring those fighting for freedom and equality maga ,Positive
-1, but those nazi supporters have good people too i call bull crap that djt wrote thought or tweeted this we all know youre a racist misogynistic bully trumpisawhitesupremacist blue wave coming soon,Negative
0,  lets all take a moment on this occasion to throw up,Neutral
-1, true civil rights heroesathletes jackie robinson yesmuhammad ali  yes kaepernick         hell nobronbron          hell no nfl kneelers      hell no,Negative
1,  with all due respect sir just stop mocking african americans your words actions an inactions show us who you really are,Positive
1,  like you care about brown people,Positive
-1, even the ones from shithole countries lyingpotus incompetent magamoronsaregoverningamerica losertrump impeach treasonousgop voteblue,Negative
-4, shut your stupid racist mouth you tweeted out fake crime statistics from a neonazi ,Negative
0, now thats irony didnt you and fred practice red lining there were suits and consent decrees involved,Neutral
